,order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name_order,city,membership,cuisine,rating
133,134,45,220,24-03-2023,775.17,Spice Kitchen North Indian,Hyderabad,Gold,Mexican,3.2
134,135,912,483,09-11-2023,365.07,Darbar Restaurant Family Restaurant,Bangalore,Regular,Chinese,4.5
135,136,2643,175,16-02-2023,968.84,Sai Biryani Non-Veg,Chennai,Regular,Chinese,4.1
136,137,1603,20,27-05-2023,1401.56,Hotel Cafe Punjabi,Chennai,Gold,Indian,3.7
137,138,880,384,09-05-2023,1140.38,Annapurna Biryani Andhra,Pune,Regular,Mexican,4.6
138,139,1639,19,20-04-2023,1446.43,Classic Biryani Chinese,Hyderabad,Regular,Indian,3.6
139,140,765,381,13-03-2023,1381.41,New Delights North Indian,Hyderabad,Gold,Italian,4.6
140,141,1831,384,12-11-2023,1129.47,Annapurna Biryani Andhra,Hyderabad,Gold,Mexican,4.6
141,142,1860,112,07-02-2023,1331.64,Grand Cafe Punjabi,Chennai,Gold,Chinese,3.2
142,143,1729,259,22-11-2023,158.75,Amma Curry House Family Restaurant,Chennai,Gold,Mexican,3.7
143,144,2519,452,16-04-2023,247.03,Classic Delights Multicuisine,Chennai,Gold,Chinese,4.4
144,145,1243,11,17-09-2023,365.51,Taste of Kitchen Family Restaurant,Hyderabad,Gold,Chinese,4.9
145,146,93,2,20-04-2023,1250.74,Royal Delights South Indian,Bangalore,Regular,Indian,4.1
146,147,1821,268,27-05-2023,172.91,Annapurna Biryani Multicuisine,Hyderabad,Regular,Indian,3.8
147,148,1975,73,06-02-2023,607.82,Spice Mess Andhra,Bangalore,Regular,Mexican,3.1
148,149,2337,345,24-06-2023,932.79,Sai Tiffins Chinese,Bangalore,Gold,Chinese,4.3
149,150,2136,486,01-03-2023,1402.24,Udupi Mess Andhra,Hyderabad,Regular,Italian,4.1
150,151,863,474,07-12-2023,1148.35,Annapurna Tiffins Pure Veg,Bangalore,Gold,Mexican,3.5
151,152,2115,176,29-09-2023,112.31,Classic Delights North Indian,Pune,Gold,Italian,4.0
152,153,2832,34,16-02-2023,641.49,Ruchi Dhaba Multicuisine,Hyderabad,Gold,Chinese,4.3
153,154,623,244,28-05-2023,221.42,Amma Tiffins South Indian,Pune,Gold,Italian,4.3
154,155,2523,90,12-03-2023,484.27,Classic Biryani Pure Veg,Pune,Gold,Italian,4.8
155,156,282,179,02-08-2023,1373.33,Annapurna Foods Multicuisine,Chennai,Gold,Italian,3.5
156,157,436,120,26-05-2023,439.11,Classic Biryani Multicuisine,Bangalore,Gold,Italian,3.2
157,158,2732,182,16-01-2023,439.9,Annapurna Restaurant Andhra,Hyderabad,Regular,Mexican,4.8
158,159,2152,357,04-01-2023,1070.88,Grand Mess Punjabi,Chennai,Gold,Italian,3.8
159,160,1291,381,30-03-2023,139.67,New Delights North Indian,Chennai,Gold,Italian,4.6
160,161,354,319,29-09-2023,175.84,Darbar Eatery Family Restaurant,Chennai,Regular,Indian,3.1
161,162,939,208,06-11-2023,763.73,New Curry House South Indian,Chennai,Regular,Mexican,4.7
162,163,2852,86,26-12-2023,190.64,Sri Curry House Chinese,Pune,Regular,Indian,4.2
163,164,2241,104,08-08-2023,411.65,Grand Dhaba South Indian,Chennai,Regular,Chinese,4.9
164,165,1982,325,12-05-2023,761.84,Sri Cafe North Indian,Chennai,Gold,Italian,4.5
165,166,1583,169,06-10-2023,456.5,Ruchi Curry House Pure Veg,Hyderabad,Gold,Italian,4.2
166,167,1644,483,11-10-2023,427.18,Darbar Restaurant Family Restaurant,Bangalore,Regular,Chinese,4.5
167,168,1437,135,15-06-2023,1357.22,Amma Eatery Non-Veg,Hyderabad,Gold,Indian,3.7
168,169,2475,320,07-04-2023,1013.3,Hotel Cafe Multicuisine,Pune,Gold,Italian,4.1
169,170,2134,290,09-03-2023,1352.94,Taste of Kitchen Chinese,Hyderabad,Regular,Chinese,4.9
170,171,968,319,15-07-2023,1102.1,Darbar Eatery Family Restaurant,Bangalore,Regular,Indian,3.1
171,172,1953,332,22-01-2023,1307.06,Classic Delights Family Restaurant,Chennai,Gold,Chinese,4.8
172,173,1352,109,18-06-2023,164.31,Swagath Delights South Indian,Pune,Gold,Chinese,5.0
173,174,740,371,11-12-2023,1161.71,Sai Dhaba Family Restaurant,Hyderabad,Gold,Chinese,3.1
174,175,238,379,27-10-2023,1482.75,New Dhaba South Indian,Hyderabad,Regular,Mexican,4.1
175,176,2544,171,17-12-2023,552.39,Ruchi Mess Non-Veg,Hyderabad,Gold,Mexican,3.6
176,177,2271,117,15-05-2023,1088.98,Darbar Eatery North Indian,Pune,Gold,Indian,3.9
177,178,424,375,14-05-2023,1402.18,Hotel Delights Multicuisine,Bangalore,Gold,Chinese,4.3
178,179,1437,91,07-09-2023,703.69,Annapurna Mess Non-Veg,Hyderabad,Gold,Italian,4.8
179,180,816,399,19-05-2023,1289.82,Swagath Cafe Multicuisine,Chennai,Regular,Chinese,3.2
180,181,1090,136,20-04-2023,1437.19,Hotel Cafe South Indian,Pune,Regular,Indian,3.6
181,182,131,123,09-02-2023,1470.97,Grand Restaurant Non-Veg,Chennai,Gold,Chinese,4.2
182,183,724,489,26-06-2023,561.65,Swagath Foods Punjabi,Hyderabad,Regular,Italian,3.0
183,184,1945,391,09-03-2023,518.58,Sri Biryani Family Restaurant,Pune,Regular,Indian,3.3
184,185,1722,54,13-08-2023,105.4,Ruchi Tiffins Multicuisine,Hyderabad,Gold,Italian,4.9
185,186,2704,285,31-05-2023,1028.25,Ruchi Eatery North Indian,Pune,Gold,Mexican,4.8
186,187,2805,116,22-06-2023,803.92,Grand Cafe Punjabi,Bangalore,Regular,Chinese,4.2
187,188,2666,277,30-06-2023,558.85,Swagath Restaurant North Indian,Chennai,Gold,Mexican,3.3
188,189,574,442,02-09-2023,805.04,Sai Eatery Andhra,Chennai,Regular,Italian,3.7
189,190,1542,237,13-03-2023,501.58,Grand Restaurant South Indian,Bangalore,Regular,Italian,4.5
190,191,2482,116,05-05-2023,1340.73,Grand Cafe Punjabi,Chennai,Regular,Chinese,4.2
191,192,345,76,24-04-2023,862.55,Amma Kitchen Punjabi,Chennai,Gold,Italian,4.7
192,193,2405,126,20-01-2023,261.66,Spice Tiffins North Indian,Bangalore,Regular,Italian,4.5
193,194,914,183,17-07-2023,401.42,Taste of Biryani Non-Veg,Bangalore,Regular,Chinese,3.7
194,195,1258,58,12-02-2023,1179.75,Sai Biryani Multicuisine,Pune,Regular,Indian,4.4
195,196,789,254,25-07-2023,967.6,Ruchi Dhaba Chinese,Pune,Regular,Indian,4.7
196,197,996,58,03-03-2023,619.68,Sai Biryani Multicuisine,Chennai,Gold,Indian,4.4
197,198,767,243,05-04-2023,1389.57,Grand Tiffins South Indian,Hyderabad,Gold,Chinese,4.8
198,199,2543,94,06-10-2023,844.75,Taste of Eatery Andhra,Pune,Regular,Chinese,4.5
199,200,2619,263,08-02-2023,258.38,Grand Curry House Andhra,Bangalore,Regular,Indian,4.4
200,201,1782,49,20-05-2023,375.74,Amma Curry House Punjabi,Hyderabad,Gold,Italian,4.0
201,202,1347,43,25-02-2023,1169.6,Sai Cafe North Indian,Chennai,Gold,Chinese,4.9
202,203,482,376,30-01-2023,986.26,Amma Cafe Non-Veg,Hyderabad,Regular,Indian,3.4
203,204,2094,364,23-10-2023,1164.27,Sri Foods Non-Veg,Hyderabad,Gold,Mexican,3.4
204,205,1380,54,25-12-2023,121.12,Ruchi Tiffins Multicuisine,Hyderabad,Regular,Italian,4.9
205,206,253,308,17-12-2023,200.98,Annapurna Biryani Family Restaurant,Chennai,Regular,Italian,4.3
206,207,2453,218,23-02-2023,1441.98,Sai Foods Pure Veg,Pune,Regular,Indian,4.1
207,208,1642,352,02-03-2023,1250.84,Hotel Kitchen Multicuisine,Bangalore,Gold,Italian,4.7
208,209,761,232,01-02-2023,353.88,New Dhaba Family Restaurant,Pune,Regular,Mexican,4.0
209,210,1816,458,02-05-2023,169.2,Swagath Mess Pure Veg,Pune,Regular,Italian,4.8
210,211,1209,437,26-12-2023,484.58,Swagath Tiffins Chinese,Bangalore,Gold,Indian,3.3
211,212,2339,20,10-11-2023,390.16,Hotel Cafe Punjabi,Pune,Regular,Indian,3.7
212,213,2626,374,24-05-2023,701.52,Annapurna Curry House Multicuisine,Bangalore,Gold,Mexican,3.6
213,214,66,365,29-12-2023,1229.36,Udupi Kitchen Multicuisine,Chennai,Gold,Italian,3.6
214,215,1087,446,24-07-2023,334.56,Annapurna Cafe Andhra,Pune,Regular,Indian,4.9
215,216,105,106,08-04-2023,455.32,Spice Foods Non-Veg,Hyderabad,Gold,Indian,4.8
216,217,1846,376,20-02-2023,538.3,Amma Cafe Non-Veg,Chennai,Regular,Indian,3.4
217,218,327,138,14-03-2023,825.18,Classic Mess Punjabi,Hyderabad,Regular,Indian,4.8
218,219,430,125,03-02-2023,883.67,Sai Foods Family Restaurant,Hyderabad,Gold,Chinese,4.3
219,220,1154,132,17-12-2023,394.85,Spice Tiffins Chinese,Bangalore,Regular,Indian,3.7
220,221,2922,338,17-04-2023,616.19,Grand Kitchen Non-Veg,Chennai,Gold,Mexican,4.5
221,222,1884,459,18-05-2023,572.97,Sai Delights Non-Veg,Chennai,Regular,Italian,4.6
222,223,1118,407,10-04-2023,1477.26,Grand Cafe Chinese,Pune,Gold,Mexican,4.6
223,224,370,277,14-04-2023,1130.13,Swagath Restaurant North Indian,Bangalore,Gold,Mexican,3.3
224,225,2992,47,28-07-2023,491.77,Ruchi Cafe Punjabi,Bangalore,Regular,Indian,3.4
225,226,2341,100,25-03-2023,307.03,Spice Delights Family Restaurant,Bangalore,Regular,Indian,3.3
226,227,77,466,01-03-2023,361.97,Sai Cafe South Indian,Pune,Regular,Italian,4.9
227,228,2302,196,06-02-2023,618.25,Hotel Curry House Chinese,Chennai,Regular,Italian,5.0
228,229,760,351,13-12-2023,672.94,Spice Dhaba Non-Veg,Chennai,Regular,Mexican,4.2
229,230,2064,186,24-01-2023,1406.25,Darbar Restaurant North Indian,Hyderabad,Regular,Indian,4.3
230,231,399,280,09-01-2023,272.23,Taste of Dhaba Andhra,Bangalore,Regular,Chinese,3.7
231,232,196,419,11-03-2023,744.13,Darbar Delights Andhra,Hyderabad,Gold,Chinese,3.6
232,233,2278,492,23-08-2023,661.75,Swagath Kitchen North Indian,Bangalore,Gold,Italian,4.0
233,234,2342,62,08-02-2023,724.11,Spice Delights Andhra,Pune,Regular,Indian,3.1
234,235,629,2,23-06-2023,144.79,Royal Delights South Indian,Bangalore,Gold,Indian,4.1
235,236,1298,349,15-05-2023,735.33,Taste of Eatery Punjabi,Chennai,Gold,Indian,4.5
236,237,991,329,02-09-2023,379.94,Spice Tiffins Pure Veg,Pune,Regular,Chinese,3.3
237,238,1695,140,30-09-2023,745.99,Royal Tiffins Punjabi,Bangalore,Gold,Italian,3.3
238,239,2165,272,28-12-2023,572.94,New Dhaba Pure Veg,Chennai,Gold,Indian,4.8
239,240,1879,97,20-12-2023,1296.96,Annapurna Delights Andhra,Hyderabad,Gold,Mexican,3.7
240,241,2067,438,19-09-2023,1339.09,Grand Biryani Pure Veg,Chennai,Gold,Italian,3.2
241,242,2160,198,16-03-2023,809.35,Annapurna Tiffins North Indian,Chennai,Regular,Mexican,4.1
242,243,690,17,19-09-2023,1139.5,Udupi Delights Non-Veg,Hyderabad,Gold,Indian,4.6
243,244,323,55,10-07-2023,506.36,Darbar Restaurant Multicuisine,Bangalore,Regular,Indian,3.5
244,245,1067,470,07-04-2023,793.48,Darbar Foods Multicuisine,Bangalore,Regular,Italian,3.6
245,246,2438,339,09-08-2023,212.5,Annapurna Eatery South Indian,Pune,Gold,Indian,3.1
246,247,170,315,25-06-2023,662.32,Swagath Curry House Chinese,Hyderabad,Gold,Mexican,4.7
247,248,958,6,02-10-2023,931.29,Ruchi Restaurant South Indian,Chennai,Gold,Chinese,4.8
248,249,478,438,30-09-2023,238.03,Grand Biryani Pure Veg,Pune,Regular,Italian,3.2
249,250,2143,406,05-06-2023,1067.0,Spice Foods Non-Veg,Hyderabad,Regular,Chinese,4.5
250,251,2575,250,10-02-2023,248.07,Sai Foods Non-Veg,Hyderabad,Regular,Mexican,3.4
251,252,677,396,25-03-2023,1032.04,Taste of Delights Non-Veg,Chennai,Gold,Mexican,4.8
252,253,344,316,15-10-2023,1117.08,Darbar Tiffins Andhra,Chennai,Gold,Chinese,4.8
253,254,2588,270,15-04-2023,793.84,Taste of Biryani North Indian,Hyderabad,Regular,Mexican,3.8
254,255,2125,279,10-12-2023,655.05,Sri Tiffins Andhra,Pune,Gold,Italian,4.9
255,256,1220,205,14-05-2023,212.44,Sri Mess North Indian,Hyderabad,Regular,Italian,4.2
256,257,943,396,17-06-2023,965.63,Taste of Delights Non-Veg,Chennai,Regular,Mexican,4.8
257,258,968,481,27-06-2023,1159.83,Sai Restaurant Non-Veg,Bangalore,Regular,Indian,4.2
258,259,775,315,06-12-2023,1152.68,Swagath Curry House Chinese,Chennai,Regular,Mexican,4.7
259,260,2482,70,10-08-2023,314.23,Swagath Delights Punjabi,Chennai,Regular,Chinese,4.7
260,261,1680,187,25-02-2023,369.43,Royal Kitchen North Indian,Pune,Regular,Chinese,3.8
261,262,1130,188,17-04-2023,256.62,Swagath Mess Multicuisine,Chennai,Gold,Chinese,4.6
262,263,1026,247,15-06-2023,335.79,Hotel Mess Punjabi,Chennai,Gold,Mexican,3.2
263,264,597,106,28-07-2023,141.92,Spice Foods Non-Veg,Hyderabad,Regular,Indian,4.8
264,265,803,152,28-08-2023,1424.31,Hotel Curry House Punjabi,Hyderabad,Regular,Indian,4.8
265,266,2519,60,26-05-2023,523.34,Grand Restaurant North Indian,Chennai,Gold,Mexican,3.6
266,267,956,357,15-05-2023,980.0,Grand Mess Punjabi,Chennai,Gold,Italian,3.8
267,268,1484,496,28-01-2023,403.36,Swagath Eatery Multicuisine,Chennai,Gold,Indian,3.1
268,269,1691,339,20-07-2023,1300.3,Annapurna Eatery South Indian,Pune,Gold,Indian,3.1
